,edad_rango,genero,lugar,arma,presunta_motivacion,fecha_muerte
6514,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6515,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6516,18–29,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6517,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6518,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6519,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6520,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6521,18–29,m,PATIOS DE COMIDAS,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-09-20
6522,18–29,m,TERRENO BALDIO,OTROS,DELINCUENCIA COMUN,2025-09-20
6523,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6524,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6525,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6526,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6527,45–64,m,DISCOTECAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6528,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6529,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6530,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6531,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6532,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-21
6533,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6534,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-20
6535,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6536,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6537,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6538,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6539,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6540,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6541,18–29,m,TERRENO BALDIO,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-01
6542,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6543,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6544,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6545,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6546,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6547,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-09-21
6548,30–44,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6549,18–29,m,CEMENTERIOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6550,18–29,m,VÍA PÚBLICA,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-09-21
6551,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6552,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6553,30–44,m,MAR,OTROS,DELINCUENCIA COMUN,2025-09-21
6554,18–29,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6555,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6556,45–64,m,OTROS CENTROS DE DIVERSIÓN,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6557,45–64,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-05
6558,18–29,f,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-09-21
6559,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6560,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6561,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6562,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6563,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6564,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6565,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6566,45–64,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6567,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6568,18–29,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6569,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6570,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6571,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6572,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6573,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6574,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6575,,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6576,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-09-22
6577,65+,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-19
6578,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6579,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6580,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6581,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6582,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6583,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6584,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6585,18–29,m,CASA/VILLA,OTROS,DELINCUENCIA COMUN,2025-09-22
6586,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6587,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6588,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6589,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6590,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6591,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6592,30–44,m,RÍO,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-09-22
6593,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6594,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6595,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6596,18–29,m,HOSPITALES,OTROS,DELINCUENCIA COMUN,2025-09-22
6597,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6598,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6599,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6600,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6601,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6602,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6603,18–29,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-17
6604,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-09-23
6605,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-23
6606,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6607,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6608,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6609,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6610,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6611,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6612,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6613,18–29,m,FINCA,CONSTRICTORA,VIOLENCIA INTRAFAMILIAR,2025-09-23
6614,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6615,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6616,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-21
6617,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6618,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-24
6619,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6620,30–44,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6621,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6622,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6623,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6624,30–44,m,CENTROS COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6625,30–44,m,TERRENO BALDIO,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-09-23
6626,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6627,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6628,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6629,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6630,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-23
6631,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6632,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6633,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6634,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6635,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6636,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6637,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6638,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6639,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6640,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-23
6641,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6642,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6643,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6644,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6645,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6646,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6647,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6648,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6649,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6650,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6651,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6652,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6653,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6654,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6655,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6656,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6657,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6658,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6659,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6660,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6661,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6662,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6663,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6664,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6665,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-09-23
6666,30–44,m,TRANSPORTE PRIVADO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6667,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6668,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6669,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6670,45–64,f,TERRENO BALDIO,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-09-23
6671,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6672,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6673,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6674,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6675,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6676,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-25
6677,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-09
6678,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6679,18–29,t,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-24
6680,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6681,45–64,m,CANCHAS DE USO MÚLTIPLE,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-24
6682,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-09-25
6683,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6684,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6685,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6686,45–64,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-09-26
6687,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-26
6688,,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-26
6689,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-25
6690,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-26
6691,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6692,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6693,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6694,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6695,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6696,18–29,m,VÍA PÚBLICA,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-09-27
6697,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6698,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6699,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6700,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-26
6701,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6702,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6703,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6704,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6705,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6706,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6707,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-09-27
6708,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6709,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6710,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6711,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6712,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6713,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-08-31
6714,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6715,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-28
6716,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-28
6717,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6718,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6719,45–64,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6720,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6721,30–44,f,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6722,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-09-27
6723,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6724,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6725,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6726,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6727,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6728,45–64,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6729,18–29,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6730,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6731,30–44,f,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-28
6732,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6733,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6734,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6735,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6736,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6737,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6738,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6739,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6740,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6741,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6742,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6743,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6744,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6745,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6746,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6747,30–44,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6748,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6749,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6750,,m,LAGUNA - LAGO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-27
6751,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-09-29
6752,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-28
6753,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6754,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6755,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6756,18–29,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6757,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6758,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-22
6759,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6760,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6761,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6762,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6763,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6764,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6765,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6766,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-09-29
6767,30–44,m,VÍA PÚBLICA,CONSTRICTORA,DELINCUENCIA COMUN,2025-09-28
