,edad_rango,genero,lugar,arma,presunta_motivacion,fecha_muerte
4325,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4326,18–29,m,LAGUNA - LAGO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4327,18–29,f,GASOLINERAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-05-23
4328,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4329,30–44,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4330,30–44,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4331,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4332,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4333,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4334,45–64,m,VÍA PÚBLICA,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-06-14
4335,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-06-15
4336,18–29,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4337,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4338,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4339,30–44,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4340,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4341,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4342,12–17,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4343,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4344,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-06-15
4345,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4346,18–29,m,HACIENDAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4347,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4348,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4349,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4350,30–44,m,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-06-14
4351,30–44,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4352,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-15
4353,18–29,m,CASA/VILLA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-06-15
4354,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4355,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4356,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4357,45–64,f,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4358,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4359,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4360,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4361,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4362,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4363,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4364,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4365,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4366,30–44,m,TERRENO BALDIO,OTROS,DELINCUENCIA COMUN,2025-06-15
4367,18–29,na,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-15
4368,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4369,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4370,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4371,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4372,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4373,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4374,18–29,f,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4375,65+,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4376,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-15
4377,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4378,45–64,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4379,,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4380,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4381,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4382,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4383,18–29,m,VÍA PÚBLICA,ARMA CONTUNDENTE,DELINCUENCIA COMUN,2025-06-15
4384,12–17,m,BODEGAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4385,18–29,m,BODEGAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4386,30–44,m,BODEGAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4387,45–64,m,BODEGAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4388,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4389,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4390,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4391,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4392,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4393,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4394,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4395,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4396,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4397,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4398,18–29,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-15
4399,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4400,12–17,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-16
4401,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4402,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4403,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4404,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-14
4405,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4406,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4407,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4408,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4409,18–29,m,FARMACIAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4410,18–29,m,HACIENDAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4411,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4412,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4413,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4414,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4415,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4416,45–64,m,CEMENTERIOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4417,18–29,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4418,45–64,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-11
4419,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4420,45–64,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4421,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4422,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4423,45–64,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4424,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4425,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-17
4426,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4427,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4428,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4429,12–17,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-15
4430,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4431,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4432,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4433,30–44,m,VÍA PÚBLICA,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-06-19
4434,30–44,m,TERRENO BALDIO,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-06-19
4435,45–64,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-20
4436,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4437,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4438,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4439,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4440,45–64,m,TRANSPORTE PÚBLICO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4441,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4442,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4443,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4444,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-19
4445,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4446,18–29,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4447,45–64,na,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-20
4448,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-05-14
4449,18–29,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4450,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4451,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4452,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4453,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4454,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4455,,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4456,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4457,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4458,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4459,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4460,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4461,18–29,m,MAR,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-20
4462,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4463,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4464,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4465,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4466,12–17,m,CANCHAS DE USO MÚLTIPLE,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-20
4467,12–17,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4468,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4469,30–44,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4470,18–29,f,CASA/VILLA,ARMA CONTUNDENTE,VIOLENCIA INTRAFAMILIAR,2025-06-21
4471,30–44,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4472,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4473,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4474,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4475,18–29,m,CASA/VILLA,OTROS,DELINCUENCIA COMUN,2025-06-21
4476,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4477,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4478,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4479,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-20
4480,30–44,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4481,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4482,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4483,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4484,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4485,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4486,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4487,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-21
4488,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4489,30–44,f,LAGUNA - LAGO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4490,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4491,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4492,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4493,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4494,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4495,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4496,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4497,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4498,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4499,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-22
4500,30–44,m,CASA/VILLA,CONSTRICTORA,DELINCUENCIA COMUN,2025-06-18
4501,30–44,m,LABORATORIO CLÍNICO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4502,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4503,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4504,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-22
4505,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4506,30–44,f,QUEBRADAS,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-06-22
4507,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4508,45–64,m,FARMACIAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4509,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4510,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4511,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4512,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4513,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4514,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4515,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4516,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4517,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4518,30–44,m,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-06-24
4519,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4520,30–44,m,RÍO,OTROS,DELINCUENCIA COMUN,2025-06-24
4521,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-06-24
4522,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4523,0–11,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4524,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-24
4525,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-05-11
4526,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4527,30–44,m,VÍA PÚBLICA,CONSTRICTORA,TRANSNACIONAL,2025-06-25
4528,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4529,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-25
4530,45–64,m,RESTAURANTE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4531,30–44,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4532,65+,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4533,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4534,30–44,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4535,30–44,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4536,45–64,m,INTERIOR DE VEHÍCULO PARTICULAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4537,18–29,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4538,45–64,f,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4539,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4540,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4541,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4542,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4543,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4544,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4545,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-25
4546,18–29,m,CENTROS DE REHABILITACIÓN SOCIAL,OTROS,DELINCUENCIA COMUN,2025-06-26
4547,30–44,m,FARMACIAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4548,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4549,30–44,m,MAR,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4550,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4551,18–29,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-26
4552,45–64,m,VÍA PÚBLICA,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-06-26
4553,18–29,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4554,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4555,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4556,30–44,t,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-26
4557,30–44,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-22
4558,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4559,30–44,f,CASA/VILLA,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-06-27
4560,45–64,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-26
4561,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4562,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4563,18–29,f,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-28
4564,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4565,45–64,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4566,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4567,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4568,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4569,45–64,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-06-27
4570,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4571,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4572,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4573,18–29,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-18
4574,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4575,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4576,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4577,18–29,f,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-23
4578,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4579,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-27
4580,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4581,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4582,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4583,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4584,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4585,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4586,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
4587,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-06-28
